periodo;sexo;provincia;nivel_geografico;ubicacion;causa_mortalidad;tasa_mortalidad;esperanza_vida
2017;Ambos sexos;Valencia;DEPARTAMENTO;Ribera;General;958.77;20.1
2017;Ambos sexos;Valencia;DEPARTAMENTO;Sagunt;General;917.11;20.4
2017;Ambos sexos;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;General;908.92;20.6
2017;Ambos sexos;Alicante;DEPARTAMENTO;Torrevieja;General;879.58;21.1
2017;Ambos sexos;Valencia;DEPARTAMENTO;Valencia Hospital General;General;890.49;20.9
2017;Ambos sexos;Valencia;DEPARTAMENTO;Valencia La Fe;General;844.99;21.2
2017;Ambos sexos;Castellón;DEPARTAMENTO;Vinaròs;General;844.95;21.4
2017;Ambos sexos;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;General;973.94;19.8
2017;Ambos sexos;Alicante;PROVINCIA;Alicante;General;876.47;20.9
2017;Ambos sexos;Castellón;PROVINCIA;Castellón;General;863.69;21.1
2017;Ambos sexos;Valencia;PROVINCIA;Valencia;General;904.08;20.6
2017;Hombres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;General;1120.85;18.7
2017;Hombres;Alicante;DEPARTAMENTO;Alacant Hospital General;General;1072.44;19.2
2017;Hombres;Alicante;DEPARTAMENTO;Alcoi;General;1115.53;18.7
2017;Hombres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;General;1155.9;18.3
2017;Hombres;Castellón;DEPARTAMENTO;Castelló;General;1058.89;19.4
2017;Hombres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;General;1118.27;18.7
2017;Hombres;Valencia;DEPARTAMENTO;Doctor Peset;General;1023.83;19.4
2017;Hombres;Alicante;DEPARTAMENTO;Dénia;General;1230.0;17.8
2017;Hombres;Alicante;DEPARTAMENTO;Elda;General;1106.25;19.0
2017;Hombres;Alicante;DEPARTAMENTO;Elx Hospital General;General;978.31;19.8
2017;Hombres;Alicante;DEPARTAMENTO;Elx-Crevillent;General;1079.37;18.9
2017;Hombres;Valencia;DEPARTAMENTO;Gandia;General;1316.68;17.5
2017;Hombres;Castellón;DEPARTAMENTO;La Plana;General;1110.27;18.8
2017;Hombres;Valencia;DEPARTAMENTO;Manises;General;1227.44;17.9
2017;Hombres;Alicante;DEPARTAMENTO;Marina Baixa;General;1120.64;18.9
2017;Hombres;Alicante;DEPARTAMENTO;Orihuela;General;1061.2;18.8
2017;Hombres;Valencia;DEPARTAMENTO;Requena;General;1091.79;19.3
2017;Hombres;Valencia;DEPARTAMENTO;Ribera;General;1229.18;17.8
2017;Hombres;Valencia;DEPARTAMENTO;Sagunt;General;1114.24;18.7
2017;Hombres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;General;1135.56;18.6
2017;Hombres;Alicante;DEPARTAMENTO;Torrevieja;General;1045.82;19.6
2017;Hombres;Valencia;DEPARTAMENTO;Valencia Hospital General;General;1139.37;18.6
2017;Hombres;Valencia;DEPARTAMENTO;Valencia La Fe;General;1083.73;19.0
2017;Hombres;Castellón;DEPARTAMENTO;Vinaròs;General;1056.71;19.4
2017;Hombres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;General;1193.7;18.1
2017;Hombres;Alicante;PROVINCIA;Alicante;General;1086.23;19.0
2017;Hombres;Castellón;PROVINCIA;Castellón;General;1072.36;19.2
2017;Hombres;Valencia;PROVINCIA;Valencia;General;1158.39;18.4
2017;Mujeres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;General;709.43;22.6
2017;Mujeres;Alicante;DEPARTAMENTO;Alacant Hospital General;General;650.02;23.3
2017;Mujeres;Alicante;DEPARTAMENTO;Alcoi;General;722.69;22.5
2017;Mujeres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;General;812.45;21.5
2017;Mujeres;Castellón;DEPARTAMENTO;Castelló;General;704.81;22.7
2017;Mujeres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;General;655.56;23.3
2017;Mujeres;Valencia;DEPARTAMENTO;Doctor Peset;General;601.3;24.5
2017;Mujeres;Alicante;DEPARTAMENTO;Dénia;General;716.96;22.8
2017;Mujeres;Alicante;DEPARTAMENTO;Elda;General;674.78;22.9
2017;Mujeres;Alicante;DEPARTAMENTO;Elx Hospital General;General;659.44;23.2
2017;Mujeres;Alicante;DEPARTAMENTO;Elx-Crevillent;General;696.06;22.8
2017;Mujeres;Valencia;DEPARTAMENTO;Gandia;General;723.07;22.4
2017;Mujeres;Castellón;DEPARTAMENTO;La Plana;General;684.17;22.8
2017;Mujeres;Valencia;DEPARTAMENTO;Manises;General;801.61;21.6
2017;Mujeres;Alicante;DEPARTAMENTO;Marina Baixa;General;731.26;22.2
2017;Mujeres;Alicante;DEPARTAMENTO;Orihuela;General;696.22;22.5
2017;Mujeres;Valencia;DEPARTAMENTO;Requena;General;694.79;22.8
2017;Mujeres;Valencia;DEPARTAMENTO;Ribera;General;751.06;22.3
2017;Mujeres;Valencia;DEPARTAMENTO;Sagunt;General;749.52;21.9
2017;Mujeres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;General;731.61;22.4
2017;Mujeres;Alicante;DEPARTAMENTO;Torrevieja;General;723.26;22.6
2017;Mujeres;Valencia;DEPARTAMENTO;Valencia Hospital General;General;719.06;22.8
2017;Mujeres;Valencia;DEPARTAMENTO;Valencia La Fe;General;674.49;23.1
2017;Mujeres;Castellón;DEPARTAMENTO;Vinaròs;General;662.71;23.3
2017;Mujeres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;General;796.37;21.4
2017;Mujeres;Alicante;PROVINCIA;Alicante;General;703.76;22.6
2017;Mujeres;Castellón;PROVINCIA;Castellón;General;695.18;22.8
2017;Mujeres;Valencia;PROVINCIA;Valencia;General;716.24;22.5
2017;Ambos sexos;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Suicidio;7.75;20.7
2017;Ambos sexos;Alicante;DEPARTAMENTO;Alacant Hospital General;Suicidio;5.96;21.4
2017;Ambos sexos;Alicante;DEPARTAMENTO;Alcoi;Suicidio;13.16;20.7
2017;Ambos sexos;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Suicidio;6.31;19.9
2017;Ambos sexos;Castellón;DEPARTAMENTO;Castelló;Suicidio;7.43;21.2
2017;Ambos sexos;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Suicidio;7.08;21.2
2017;Ambos sexos;Valencia;DEPARTAMENTO;Doctor Peset;Suicidio;6.93;22.2
2017;Ambos sexos;Alicante;DEPARTAMENTO;Dénia;Suicidio;12.49;20.2
2017;Ambos sexos;Alicante;DEPARTAMENTO;Elda;Suicidio;10.01;21.1
2017;Ambos sexos;Alicante;DEPARTAMENTO;Elx Hospital General;Suicidio;10.17;21.6
2017;Ambos sexos;Alicante;DEPARTAMENTO;Elx-Crevillent;Suicidio;4.63;20.9
2017;Ambos sexos;Valencia;DEPARTAMENTO;Gandia;Suicidio;9.1;20.0
2017;Ambos sexos;Castellón;DEPARTAMENTO;La Plana;Suicidio;3.72;20.9
2017;Ambos sexos;Valencia;DEPARTAMENTO;Manises;Suicidio;5.91;19.8
2017;Ambos sexos;Alicante;DEPARTAMENTO;Marina Baixa;Suicidio;13.94;20.6
2017;Ambos sexos;Alicante;DEPARTAMENTO;Orihuela;Suicidio;5.9;20.7
2017;Ambos sexos;Valencia;DEPARTAMENTO;Requena;Suicidio;7.2;21.0
2017;Ambos sexos;Valencia;DEPARTAMENTO;Ribera;Suicidio;8.34;20.1
2017;Ambos sexos;Valencia;DEPARTAMENTO;Sagunt;Suicidio;7.61;20.4
2017;Ambos sexos;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Suicidio;7.98;20.6
2017;Ambos sexos;Alicante;DEPARTAMENTO;Torrevieja;Suicidio;9.53;21.1
2017;Ambos sexos;Valencia;DEPARTAMENTO;Valencia Hospital General;Suicidio;6.85;20.9
2017;Ambos sexos;Valencia;DEPARTAMENTO;Valencia La Fe;Suicidio;7.42;21.2
2017;Ambos sexos;Castellón;DEPARTAMENTO;Vinaròs;Suicidio;12.3;21.4
2017;Ambos sexos;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Suicidio;6.38;19.8
2017;Ambos sexos;Alicante;PROVINCIA;Alicante;Suicidio;8.99;20.9
2017;Ambos sexos;Castellón;PROVINCIA;Castellón;Suicidio;6.7;21.1
2017;Ambos sexos;Valencia;PROVINCIA;Valencia;Suicidio;7.09;20.6
2017;Hombres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Suicidio;11.68;18.7
2017;Hombres;Alicante;DEPARTAMENTO;Alacant Hospital General;Suicidio;8.98;19.2
2017;Hombres;Alicante;DEPARTAMENTO;Alcoi;Suicidio;17.63;18.7
2017;Hombres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Suicidio;8.2;18.3
2017;Hombres;Castellón;DEPARTAMENTO;Castelló;Suicidio;11.22;19.4
2017;Hombres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Suicidio;9.51;18.7
2017;Hombres;Valencia;DEPARTAMENTO;Doctor Peset;Suicidio;9.73;19.4
2017;Hombres;Alicante;DEPARTAMENTO;Dénia;Suicidio;18.42;17.8
2017;Hombres;Alicante;DEPARTAMENTO;Elda;Suicidio;17.38;19.0
2017;Hombres;Alicante;DEPARTAMENTO;Elx Hospital General;Suicidio;13.84;19.8
2017;Hombres;Alicante;DEPARTAMENTO;Elx-Crevillent;Suicidio;9.42;18.9
2017;Hombres;Valencia;DEPARTAMENTO;Gandia;Suicidio;15.48;17.5
2017;Hombres;Castellón;DEPARTAMENTO;La Plana;Suicidio;6.56;18.8
2017;Hombres;Valencia;DEPARTAMENTO;Manises;Suicidio;10.4;17.9
2017;Hombres;Alicante;DEPARTAMENTO;Marina Baixa;Suicidio;19.93;18.9
2017;Hombres;Alicante;DEPARTAMENTO;Orihuela;Suicidio;12.31;18.8
2017;Hombres;Valencia;DEPARTAMENTO;Requena;Suicidio;14.76;19.3
2017;Hombres;Valencia;DEPARTAMENTO;Ribera;Suicidio;9.68;17.8
2017;Hombres;Valencia;DEPARTAMENTO;Sagunt;Suicidio;9.96;18.7
2017;Hombres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Suicidio;11.01;18.6
2017;Hombres;Alicante;DEPARTAMENTO;Torrevieja;Suicidio;14.4;19.6
2017;Hombres;Valencia;DEPARTAMENTO;Valencia Hospital General;Suicidio;10.87;18.6
2017;Hombres;Valencia;DEPARTAMENTO;Valencia La Fe;Suicidio;10.83;19.0
2017;Hombres;Castellón;DEPARTAMENTO;Vinaròs;Suicidio;26.03;19.4
2017;Hombres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Suicidio;8.93;18.1
2017;Hombres;Alicante;PROVINCIA;Alicante;Suicidio;13.74;19.0
2017;Hombres;Castellón;PROVINCIA;Castellón;Suicidio;11.43;19.2
2017;Hombres;Valencia;PROVINCIA;Valencia;Suicidio;10.18;18.4
2017;Mujeres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Suicidio;4.46;22.6
2017;Mujeres;Alicante;DEPARTAMENTO;Alacant Hospital General;Suicidio;3.62;23.3
2017;Mujeres;Alicante;DEPARTAMENTO;Alcoi;Suicidio;8.83;22.5
2017;Mujeres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Suicidio;4.7;21.5
2017;Mujeres;Castellón;DEPARTAMENTO;Castelló;Suicidio;4.23;22.7
2017;Mujeres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Suicidio;5.28;23.3
2017;Mujeres;Valencia;DEPARTAMENTO;Doctor Peset;Suicidio;4.37;24.5
2017;Mujeres;Alicante;DEPARTAMENTO;Dénia;Suicidio;7.36;22.8
2017;Mujeres;Alicante;DEPARTAMENTO;Elda;Suicidio;3.3;22.9
2017;Mujeres;Alicante;DEPARTAMENTO;Elx Hospital General;Suicidio;7.15;23.2
2017;Mujeres;Alicante;DEPARTAMENTO;Elx-Crevillent;Suicidio;1.34;22.8
2017;Mujeres;Valencia;DEPARTAMENTO;Gandia;Suicidio;3.28;22.4
2017;Mujeres;Castellón;DEPARTAMENTO;La Plana;Suicidio;1.23;22.8
2017;Mujeres;Valencia;DEPARTAMENTO;Manises;Suicidio;2.74;21.6
2017;Mujeres;Alicante;DEPARTAMENTO;Marina Baixa;Suicidio;8.71;22.2
2017;Mujeres;Alicante;DEPARTAMENTO;Orihuela;Suicidio;0.0;22.5
2017;Mujeres;Valencia;DEPARTAMENTO;Requena;Suicidio;0.0;22.8
2017;Mujeres;Valencia;DEPARTAMENTO;Ribera;Suicidio;7.21;22.3
2017;Mujeres;Valencia;DEPARTAMENTO;Sagunt;Suicidio;5.63;21.9
2017;Mujeres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Suicidio;5.92;22.4
2017;Mujeres;Alicante;DEPARTAMENTO;Torrevieja;Suicidio;5.37;22.6
2017;Mujeres;Valencia;DEPARTAMENTO;Valencia Hospital General;Suicidio;3.33;22.8
2017;Mujeres;Valencia;DEPARTAMENTO;Valencia La Fe;Suicidio;4.84;23.1
2017;Mujeres;Castellón;DEPARTAMENTO;Vinaròs;Suicidio;0.0;23.3
2017;Mujeres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Suicidio;3.6;21.4
2017;Mujeres;Alicante;PROVINCIA;Alicante;Suicidio;4.97;22.6
2017;Mujeres;Castellón;PROVINCIA;Castellón;Suicidio;2.64;22.8
2017;Mujeres;Valencia;PROVINCIA;Valencia;Suicidio;4.49;22.5
2018;Ambos sexos;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;224.25;20.8
2018;Ambos sexos;Alicante;DEPARTAMENTO;Alacant Hospital General;Cancer;234.27;21.8
2018;Ambos sexos;Alicante;DEPARTAMENTO;Alcoi;Cancer;234.26;20.8
2018;Ambos sexos;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cancer;216.94;20.2
2018;Ambos sexos;Castellón;DEPARTAMENTO;Castelló;Cancer;228.86;21.1
2018;Ambos sexos;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cancer;221.1;21.5
2018;Ambos sexos;Valencia;DEPARTAMENTO;Doctor Peset;Cancer;223.4;22.5
2018;Ambos sexos;Alicante;DEPARTAMENTO;Dénia;Cancer;258.68;20.4
2018;Ambos sexos;Alicante;DEPARTAMENTO;Elda;Cancer;219.06;20.8
2018;Ambos sexos;Alicante;DEPARTAMENTO;Elx Hospital General;Cancer;210.47;21.3
2018;Ambos sexos;Alicante;DEPARTAMENTO;Elx-Crevillent;Cancer;225.37;19.7
2018;Ambos sexos;Valencia;DEPARTAMENTO;Gandia;Cancer;242.26;20.4
2018;Ambos sexos;Castellón;DEPARTAMENTO;La Plana;Cancer;240.19;19.9
2018;Ambos sexos;Valencia;DEPARTAMENTO;Manises;Cancer;227.37;20.4
2018;Ambos sexos;Alicante;DEPARTAMENTO;Marina Baixa;Cancer;193.54;21.0
2018;Ambos sexos;Alicante;DEPARTAMENTO;Orihuela;Cancer;235.59;20.1
2018;Ambos sexos;Valencia;DEPARTAMENTO;Requena;Cancer;183.9;21.0
2018;Ambos sexos;Valencia;DEPARTAMENTO;Ribera;Cancer;256.59;19.9
2018;Ambos sexos;Valencia;DEPARTAMENTO;Sagunt;Cancer;243.81;20.1
2018;Ambos sexos;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cancer;222.72;20.8
2018;Ambos sexos;Alicante;DEPARTAMENTO;Torrevieja;Cancer;211.13;21.8
2018;Ambos sexos;Valencia;DEPARTAMENTO;Valencia Hospital General;Cancer;233.27;20.6
2018;Ambos sexos;Valencia;DEPARTAMENTO;Valencia La Fe;Cancer;215.69;21.6
2018;Ambos sexos;Castellón;DEPARTAMENTO;Vinaròs;Cancer;212.78;20.4
2018;Ambos sexos;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cancer;219.54;20.2
2018;Ambos sexos;Alicante;PROVINCIA;Alicante;Cancer;218.48;20.9
2018;Ambos sexos;Castellón;PROVINCIA;Castellón;Cancer;226.59;20.6
2018;Ambos sexos;Valencia;PROVINCIA;Valencia;Cancer;228.06;20.8
2018;Hombres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;318.27;18.9
2018;Hombres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cancer;342.27;19.4
2018;Hombres;Alicante;DEPARTAMENTO;Alcoi;Cancer;346.69;18.6
2018;Hombres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cancer;303.59;18.8
2018;Hombres;Castellón;DEPARTAMENTO;Castelló;Cancer;336.11;19.0
2018;Hombres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cancer;302.46;19.4
2018;Hombres;Valencia;DEPARTAMENTO;Doctor Peset;Cancer;344.48;19.9
2018;Hombres;Alicante;DEPARTAMENTO;Dénia;Cancer;353.08;18.8
2018;Hombres;Alicante;DEPARTAMENTO;Elda;Cancer;323.7;18.8
2018;Hombres;Alicante;DEPARTAMENTO;Elx Hospital General;Cancer;284.41;19.4
2018;Hombres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cancer;300.42;17.9
2018;Hombres;Valencia;DEPARTAMENTO;Gandia;Cancer;325.4;18.1
2018;Hombres;Castellón;DEPARTAMENTO;La Plana;Cancer;348.8;18.1
2018;Hombres;Valencia;DEPARTAMENTO;Manises;Cancer;318.1;18.6
2018;Hombres;Alicante;DEPARTAMENTO;Marina Baixa;Cancer;258.36;19.4
2018;Hombres;Alicante;DEPARTAMENTO;Orihuela;Cancer;327.2;18.4
2018;Hombres;Valencia;DEPARTAMENTO;Requena;Cancer;227.98;19.7
2018;Hombres;Valencia;DEPARTAMENTO;Ribera;Cancer;372.96;17.8
2018;Hombres;Valencia;DEPARTAMENTO;Sagunt;Cancer;346.54;18.3
2018;Hombres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cancer;304.04;18.8
2018;Hombres;Alicante;DEPARTAMENTO;Torrevieja;Cancer;287.33;20.4
2018;Hombres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cancer;331.86;18.7
2018;Hombres;Valencia;DEPARTAMENTO;Valencia La Fe;Cancer;313.21;19.4
2018;Hombres;Castellón;DEPARTAMENTO;Vinaròs;Cancer;292.59;18.8
2018;Hombres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cancer;341.0;18.3
2018;Hombres;Alicante;PROVINCIA;Alicante;Cancer;304.05;19.1
2018;Hombres;Castellón;PROVINCIA;Castellón;Cancer;329.89;18.7
2018;Hombres;Valencia;PROVINCIA;Valencia;Cancer;326.83;18.7
2018;Mujeres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;152.71;22.6
2018;Mujeres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cancer;158.36;23.9
2018;Mujeres;Alicante;DEPARTAMENTO;Alcoi;Cancer;146.85;22.9
2018;Mujeres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cancer;149.51;21.6
2018;Mujeres;Castellón;DEPARTAMENTO;Castelló;Cancer;145.32;23.2
2018;Mujeres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cancer;162.72;23.1
2018;Mujeres;Valencia;DEPARTAMENTO;Doctor Peset;Cancer;139.72;24.7
2018;Mujeres;Alicante;DEPARTAMENTO;Dénia;Cancer;184.09;22.0
2018;Mujeres;Alicante;DEPARTAMENTO;Elda;Cancer;140.46;22.5
2018;Mujeres;Alicante;DEPARTAMENTO;Elx Hospital General;Cancer;149.81;23.1
2018;Mujeres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cancer;164.35;21.4
2018;Mujeres;Valencia;DEPARTAMENTO;Gandia;Cancer;182.88;22.5
2018;Mujeres;Castellón;DEPARTAMENTO;La Plana;Cancer;155.12;21.7
2018;Mujeres;Valencia;DEPARTAMENTO;Manises;Cancer;155.29;22.1
2018;Mujeres;Alicante;DEPARTAMENTO;Marina Baixa;Cancer;139.42;22.5
2018;Mujeres;Alicante;DEPARTAMENTO;Orihuela;Cancer;162.9;21.7
2018;Mujeres;Valencia;DEPARTAMENTO;Requena;Cancer;146.46;22.3
2018;Mujeres;Valencia;DEPARTAMENTO;Ribera;Cancer;164.35;21.8
2018;Mujeres;Valencia;DEPARTAMENTO;Sagunt;Cancer;160.78;21.9
2018;Mujeres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cancer;163.56;22.6
2018;Mujeres;Alicante;DEPARTAMENTO;Torrevieja;Cancer;142.54;23.3
2018;Mujeres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cancer;162.92;22.3
2018;Mujeres;Valencia;DEPARTAMENTO;Valencia La Fe;Cancer;149.68;23.4
2018;Mujeres;Castellón;DEPARTAMENTO;Vinaròs;Cancer;143.47;22.1
2018;Mujeres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cancer;124.79;22.0
2018;Mujeres;Alicante;PROVINCIA;Alicante;Cancer;151.13;22.6
2018;Mujeres;Castellón;PROVINCIA;Castellón;Cancer;144.26;22.5
2018;Mujeres;Valencia;PROVINCIA;Valencia;Cancer;155.52;22.6
2018;Ambos sexos;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cardio;66.67;20.8
2018;Ambos sexos;Alicante;DEPARTAMENTO;Alacant Hospital General;Cardio;74.78;21.8
2018;Ambos sexos;Alicante;DEPARTAMENTO;Alcoi;Cardio;62.8;20.8
2018;Ambos sexos;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cardio;64.8;20.2
2018;Ambos sexos;Castellón;DEPARTAMENTO;Castelló;Cardio;55.19;21.1
2018;Ambos sexos;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cardio;56.15;21.5
2018;Ambos sexos;Valencia;DEPARTAMENTO;Doctor Peset;Cardio;62.19;22.5
2018;Ambos sexos;Alicante;DEPARTAMENTO;Dénia;Cardio;79.05;20.4
2018;Ambos sexos;Alicante;DEPARTAMENTO;Elda;Cardio;51.2;20.8
2018;Ambos sexos;Alicante;DEPARTAMENTO;Elx Hospital General;Cardio;73.05;21.3
2018;Ambos sexos;Alicante;DEPARTAMENTO;Elx-Crevillent;Cardio;53.75;19.7
2018;Ambos sexos;Valencia;DEPARTAMENTO;Gandia;Cardio;75.74;20.4
2018;Ambos sexos;Castellón;DEPARTAMENTO;La Plana;Cardio;52.85;19.9
2018;Ambos sexos;Valencia;DEPARTAMENTO;Manises;Cardio;58.77;20.4
2018;Ambos sexos;Alicante;DEPARTAMENTO;Marina Baixa;Cardio;130.86;21.0
2018;Ambos sexos;Alicante;DEPARTAMENTO;Orihuela;Cardio;72.2;20.1
2018;Ambos sexos;Valencia;DEPARTAMENTO;Requena;Cardio;62.49;21.0
2018;Ambos sexos;Valencia;DEPARTAMENTO;Ribera;Cardio;75.79;19.9
2018;Ambos sexos;Valencia;DEPARTAMENTO;Sagunt;Cardio;57.3;20.1
2018;Ambos sexos;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cardio;97.77;20.8
2018;Ambos sexos;Alicante;DEPARTAMENTO;Torrevieja;Cardio;76.37;21.8
2018;Ambos sexos;Valencia;DEPARTAMENTO;Valencia Hospital General;Cardio;50.45;20.6
2018;Ambos sexos;Valencia;DEPARTAMENTO;Valencia La Fe;Cardio;55.05;21.6
2018;Ambos sexos;Castellón;DEPARTAMENTO;Vinaròs;Cardio;60.27;20.4
2018;Ambos sexos;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cardio;65.48;20.2
2018;Ambos sexos;Alicante;PROVINCIA;Alicante;Cardio;78.02;20.9
2018;Ambos sexos;Castellón;PROVINCIA;Castellón;Cardio;55.08;20.6
2018;Ambos sexos;Valencia;PROVINCIA;Valencia;Cardio;61.5;20.8
2018;Hombres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cardio;96.47;18.9
2018;Hombres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cardio;98.86;19.4
2018;Hombres;Alicante;DEPARTAMENTO;Alcoi;Cardio;96.88;18.6
2018;Hombres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cardio;98.13;18.8
2018;Hombres;Castellón;DEPARTAMENTO;Castelló;Cardio;81.87;19.0
2018;Hombres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cardio;87.28;19.4
2018;Hombres;Valencia;DEPARTAMENTO;Doctor Peset;Cardio;95.82;19.9
2018;Hombres;Alicante;DEPARTAMENTO;Dénia;Cardio;119.22;18.8
2018;Hombres;Alicante;DEPARTAMENTO;Elda;Cardio;78.87;18.8
2018;Hombres;Alicante;DEPARTAMENTO;Elx Hospital General;Cardio;105.27;19.4
2018;Hombres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cardio;74.78;17.9
2018;Hombres;Valencia;DEPARTAMENTO;Gandia;Cardio;100.73;18.1
2018;Hombres;Castellón;DEPARTAMENTO;La Plana;Cardio;73.37;18.1
2018;Hombres;Valencia;DEPARTAMENTO;Manises;Cardio;92.02;18.6
2018;Hombres;Alicante;DEPARTAMENTO;Marina Baixa;Cardio;155.76;19.4
2018;Hombres;Alicante;DEPARTAMENTO;Orihuela;Cardio;94.91;18.4
2018;Hombres;Valencia;DEPARTAMENTO;Requena;Cardio;83.4;19.7
2018;Hombres;Valencia;DEPARTAMENTO;Ribera;Cardio;117.83;17.8
2018;Hombres;Valencia;DEPARTAMENTO;Sagunt;Cardio;87.7;18.3
2018;Hombres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cardio;134.76;18.8
2018;Hombres;Alicante;DEPARTAMENTO;Torrevieja;Cardio;104.17;20.4
2018;Hombres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cardio;85.8;18.7
2018;Hombres;Valencia;DEPARTAMENTO;Valencia La Fe;Cardio;84.74;19.4
2018;Hombres;Castellón;DEPARTAMENTO;Vinaròs;Cardio;91.03;18.8
2018;Hombres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cardio;82.27;18.3
2018;Hombres;Alicante;PROVINCIA;Alicante;Cardio;106.12;19.1
2018;Hombres;Castellón;PROVINCIA;Castellón;Cardio;80.9;18.7
2018;Hombres;Valencia;PROVINCIA;Valencia;Cardio;93.31;18.7
2018;Mujeres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cardio;43.86;22.6
2018;Mujeres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cardio;55.66;23.9
2018;Mujeres;Alicante;DEPARTAMENTO;Alcoi;Cardio;38.43;22.9
2018;Mujeres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cardio;39.0;21.6
2018;Mujeres;Castellón;DEPARTAMENTO;Castelló;Cardio;33.78;23.2
2018;Mujeres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cardio;32.96;23.1
2018;Mujeres;Valencia;DEPARTAMENTO;Doctor Peset;Cardio;39.56;24.7
2018;Mujeres;Alicante;DEPARTAMENTO;Dénia;Cardio;45.9;22.0
2018;Mujeres;Alicante;DEPARTAMENTO;Elda;Cardio;31.47;22.5
2018;Mujeres;Alicante;DEPARTAMENTO;Elx Hospital General;Cardio;47.14;23.1
2018;Mujeres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cardio;37.33;21.4
2018;Mujeres;Valencia;DEPARTAMENTO;Gandia;Cardio;56.31;22.5
2018;Mujeres;Castellón;DEPARTAMENTO;La Plana;Cardio;35.67;21.7
